107.150.141.169,80,443
107.162.132.25,443,80
12.18.76.131,80,443
12.18.76.132,443,80
162.13.245.215,80,443
204.238.150.91,443,80
34.225.231.77,80,443
38.107.108.24,443,80
4.34.33.26,443,80
63.236.77.71,80,443
67.134.222.254,443,80
74.117.200.141,80,443
8.7.43.115,443,80
92.122.122.138,443,80
94.236.38.145,80
98.99.252.137,80,443
98.99.252.42,80,443
