216.58.198.195,80,443
216.58.205.2,80,443
216.58.208.195,443,80
216.58.208.196,80,443
216.58.208.203,80,443
216.58.208.206,443,80
216.58.209.228,80,443
64.233.184.101,80,443
64.233.184.105,443,80
64.233.184.129,443,80
64.233.184.81,443,80
64.233.184.94,443,80
74.125.206.138,80,443
74.125.206.94,443,80
