77.238.180.11,443,80
77.238.180.12,80,443
77.238.180.13,443,80
77.238.180.14,443,80
77.238.180.145,80,443
77.238.180.148,80,443
77.238.180.149,443,80
77.238.180.150,443,80
77.238.180.208,80,443
77.238.180.209,443,80
77.238.180.210,443,80
77.238.180.76,80,443
77.238.180.77,80,443
77.238.180.78,443,80
77.238.181.156,443,80
77.238.181.157,80,443
77.238.181.158,443,80
77.238.181.24,443,80
77.238.181.26,80,443
77.238.181.72,80,443
77.238.181.73,443,80
