192.0.79.33,443,80
217.146.190.232,443,80
63.250.200.72,443,80
66.218.85.42,443,80
66.218.85.44,80,443
69.147.88.7,443,80
69.147.92.11,80,443
74.6.47.80,80,443
76.13.28.196,443,80
77.238.184.150,80
77.238.184.26,443,80
87.248.114.11,80,443
87.248.114.12,80,443
87.248.116.11,80,443
87.248.116.12,80,443
98.138.4.56,443,80
